"","fips_county","state","current_adult_asthma","rail_crossings","below_poverty","no_high_school_diploma","riverine_flooding_annualized_frequency"
"643","37015","NC",11.65,4,0.783975,0.8158,0.708333333
"644","37017","NC",11.2666666666667,7.5,0.8284,0.798033333333333,0.791666666
"645","37019","NC",9.35,1.24242424242424,0.477103125,0.4385,2.125
"646","37021","NC",9.3875,2.94642857142857,0.485683928571429,0.401796428571429,1.52678571396429
"647","37023","NC",10.0722222222222,2.77777777777778,0.672783333333333,0.758672222222222,2
"648","37025","NC",9.44594594594595,1.43243243243243,0.443056756756757,0.484589189189189,2.14414414383784
"649","37027","NC",10.2647058823529,4.11764705882353,0.607358823529412,0.798952941176471,2.25
"650","37029","NC",9.75,10.5,0.45895,0.6451,0.5
"651","37031","NC",9.28333333333333,1.86842105263158,0.436077777777778,0.385713888888889,1.208333333
"652","37033","NC",10.6,2.66666666666667,0.658683333333333,0.795216666666667,1.125
"653","37035","NC",9.68709677419355,4.41935483870968,0.520145161290323,0.644377419354839,0.958333333
"654","37037","NC",9.19230769230769,6.84615384615385,0.454307692307692,0.507192307692308,1.125
"655","37039","NC",10.0428571428571,14.1428571428571,0.636271428571429,0.630757142857143,0.541666666
"656","37041","NC",10.5333333333333,3,0.690933333333333,0.675,0.25
"657","37043","NC",9.75,0,0.622,0.5507,0.208333333
"658","37045","NC",10.7545454545455,2.90909090909091,0.709018181818182,0.698672727272727,0.541666666
"659","37047","NC",11.0769230769231,11.7692307692308,0.770092307692308,0.743361538461539,1.041666666
"660","37049","NC",9.7952380952381,11.2380952380952,0.528228571428571,0.494580952380952,1.07142857142857
"661","37051","NC",10.2149253731343,3.85294117647059,0.6734609375,0.419183582089552,1.94362745038235
"662","37053","NC",9.55714285714286,5.375,0.432157142857143,0.4801,0.375
"663","37055","NC",9.02222222222222,0,0.305866666666667,0.342066666666667,0.416666666
"664","37057","NC",10.15,6.79411764705882,0.567588235294118,0.688073529411765,1.860294117
"665","37059","NC",9.65714285714286,5.71428571428571,0.499328571428571,0.605914285714286,0.416666666
"666","37061","NC",11.0454545454545,6.54545454545455,0.769790909090909,0.863145454545455,0.875
"667","37063","NC",9.83898305084746,1.51666666666667,0.569374137931035,0.489693220338983,1.84027777748333
"668","37065","NC",11.7142857142857,5.57142857142857,0.764078571428571,0.791771428571429,1.375
"669","37067","NC",10.0806451612903,2.46236559139785,0.574798924731183,0.507022580645161,1.44220430045161
"670","37069","NC",10.4583333333333,1.25,0.579333333333333,0.7081,0.791666666
"671","37071","NC",10.1476923076923,3.21538461538462,0.579870769230769,0.651235384615385,0.916666666
"672","37073","NC",10.2333333333333,0,0.4386,0.637766666666667,0.5
"673","37075","NC",10.3666666666667,0,0.605266666666667,0.744033333333333,0.416666666
"674","37077","NC",10.2,6.76923076923077,0.539658333333333,0.6712,0.666666666
"675","37079","NC",10.8,3.5,0.80855,0.88695,0.75
"676","37081","NC",9.97796610169492,2.42857142857143,0.544937288135593,0.467404237288136,3.2086834727395
